headline,link,state,district,article_text,summary,keywords,topic,seo_title,meta_description
EuRekha! BJP picks first-time MLA as Delhi’s 4th woman CM,https://timesofindia.indiatimes.com/india/eurekha-bjp-picks-first-time-mla-as-delhis-4th-woman-cm/articleshow/118397639.cms,Delhi,Delhi,"NEW DELHI: Catching heavyweights and hopefuls in the party off-guard, BJP Wednesday chose a first-time MLA from Shalimar Bagh, 
Rekha Gupta
, as Delhi chief minister.
The fourth woman to get the top job in Delhi after Sushma Swaraj (BJP), Sheila Dikshit (Congress) and Atishi (AAP), Gupta, 50, will steer BJP's govt in the city, 27 years after the last one led by Swaraj.
After Gupta, a three-time councillor, was elected leader of the legislature party, she went to Raj Niwas and staked her claim to form the govt before LG V K Saxena. Her name had been proposed by MLAs Parvesh Verma, Satish Upadhyay and Vijender Gupta — all probable candidates for the coveted job before the central brass announced its decision.
Saxena greeted her with a bouquet and gave BJP the green signal for the swearing-in ceremony to be held at Ramlila Maidan on Thursday noon.
Gupta was accompanied to Raj Niwas by Delhi BJP president Virendra Sachdeva and central observers for conducting the legislature party meet, Ravi Shankar Prasad and Om Prakash Dhankhar.
""I want to thank Prime Minister Narendra Modi, our party's top leadership and people of Delhi for giving me the responsibility to preside over a new era that is starting in Delhi after 27 years. This is a moment of pride for women across the country,"" said Gupta. ""To fulfill each and every commitment of BJP made to people of Delhi is the goal of my life,"" she said. ""All MLAs will work like Team Modi to fulfill these commitments,"" she added.
Gupta has been accorded 'Z' category security by Delhi Police.
The office of the party's Delhi unit on 14 Pant Marg had been decorated with flowers with the sound of dhol and shehnai wafting in the air. The MLAs started arriving at 6 pm with the meeting beginning around 7 pm and lasting for an hour.
Outside the venue, supporters of senior party functionaries and claimants to the top job, besides media personnel, had gathered in large numbers long before the meeting began. The supporters were shouting slogans in favour of their preferred choice, particularly Rekha Gupta and Parvesh Verma, in a show of strength.
Party sources said Delhi BJP Chief Virendra Sachdeva had a private discussion with Verma, Vijender Gupta and Upadhyay. Parvesh defeated AAP convener Arvind Kejriwal; Upadhyay has previously served as the party's state chief; and Vijender Gupta had managed to buck the trend by winning in the assembly polls in 2015 and 2020 in the face of an AAP wave. 
According to party sources, they are all being considered for important positions, including that of ministers, speaker and other posts.
When Verma came out of the meeting, he was asked if he was being considered for the post of deputy CM but he did not reply. ""We are going to the LG's office. It is a matter of happiness that a woman has been made CM,"" he said.
Most MLAs who emerged from the legislature party meeting stressed on the party's decision to appoint a woman CM, highlighting its dedication to 
women empowerment
. Party functionaries said she fulfilled three crucial criteria: that of being a woman, belonging to the Bania community and maintaining a low-key public profile. This is in keeping with the recent trend of the party going for relatively low-profile leaders for the chief minister's role as evident in other states.
BJP MP from South Delhi Ramvir Singh Bidhuri, who had drafted the party's manifesto, said after the meeting: ""She will prove to be the best chief minister of Delhi. The party has always been a pioneer in women empowerment, and this is another example of that. Delhi will now become the developed and prosperous capital of Prime Minister Shri Narendra Modi's dreams.""
MP Manoj Tiwari, who was also present at the meeting, said, ""This is a message for women empowerment. It was our party that brought the women's reservation bill in Parliament, and now we have taken another step that proves our commitment to women empowerment.""
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," BJP picks Rekha Gupta as Delhi chief minister . She is the fourth woman to get the top job in Delhi after Sushma Swaraj, Sheila Dikshit and Atishi . The swearing-in ceremony to be held at Ramlila Maidan on Thursday noon .","[('party', 14), ('Delhi', 12), ('Gupta', 10), ('BJP', 8), ('women', 6)]",Miscellaneous,EuRekha! BJP picks first-time MLA as Delhi’s 4th woman CM - Miscellaneous,"EuRekha! BJP picks first-time MLA as Delhi’s 4th woman CM -  BJP picks Rekha Gupta as Delhi chief minister . She is the fourth woman to get the top job in Delhi after Sushma Swaraj, Sheila Dikshit and Atishi . The swearing-in ceremony to be held at Ramlila Maidan on Thursday noon ."
'Perform Al-Ameen salute': J&K medico alleges ragging in Karnataka college; 5 arrested,https://timesofindia.indiatimes.com/india/jk-medico-alleges-ragging-in-vijayapura-college-5-held/articleshow/118397552.cms,Karnataka,General News,"VIJAYAPURA: A 22-year-old student from Kashmir studying at 
Al-Ameen Medical College
 in Vijayapura, about 500km from Bengaluru, has alleged he was ragged and assaulted by seniors during a cricket match and later in college hostel on Tuesday.
Vijayapura superintendent of police Laxman Nimbargi confirmed to TOI that Hamim was assaulted, and five seniors allegedly involved in the incident have been arrested on assault and ragging charges under Bharatiya Nyaya Sanhita and Karnataka Education Act, 1983.
However, the college played down the incident as ""a minor altercation"".
According to the 
Jammu Kashmir Students' Association
 (JKSA), Hamim, a second-year student from J&K's Anantnag, was assaulted by five students from the 2019 batch. JKSA national convener Nasir Khuehami claimed Hamim had been subjected to ""months of harassment due to a power struggle"" as he captains the 2023-batch cricket team.
The accused arrested have been identified as Mohammed Zainul, 23, from Vijayapura; Sameer, 24, from Sandur, Ballari district; Shaik Sawood, 23, from Mudagal, Raichur district; Mansoor Bhasha, 24, from Shiraguppa, Ballari district; and Muzzaffer alias Mujeeb Jamadar, 23, from Indi Taluk, Vijayapura district.
The alleged incident took place Tuesday evening during a match between the 2019 and 2022 batches. ""While standing near the boundary line, a senior asked him to stay outside. He promptly moved away. As verbal intimidation escalated, seniors humiliated him, ordered him to perform an ‘Al-Ameen salute', sing songs, and dance for their amusement. They even attempted to force him into their car,"" Khuehami alleged.
When Hamim refused, citing college regulations, tensions escalated. ""Sensing danger, he took out his phone to record the incident, hoping it would deter them. Instead, this enraged them. Later in the evening, 6-8 individuals stormed into his hostel room and assaulted him. They repeatedly beat him, forced him to record a video apologising under duress, and issued death threats, warning he would not be allowed to play cricket for the next four years,"" Khuehami added.
Following a social-media post tagging PM Modi, Union home minister Amit Shah, J&K CM Omar Abdullah, Karnataka CM Siddaramaiah and deputy CM DK Shivakumar, the matter drew attention of Vijayapura Rural police officials, who visited the college to conduct an inquiry.
Dr Jilani Awati, medical college superintendent, said, ""The incident was a quarrel between two student teams during the cricket match. Hamim might have informed the Kashmiri student leader, who, unaware of the full context, sought help by tagging officials on social media. Disciplinary action will be taken if any misconduct is proven.""
He said the college has a strict anti-ragging policy, claiming, ""In our 40 years of existence, no case of ragging has been reported.""
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," 22-year-old Kashmiri student from Kashmir studying at Al-Ameen Medical College in Vijayapura, about 500km from Bengaluru, has alleged he was ragged and assaulted by seniors during a cricket match and later in college hostel on Tuesday . Five seniors allegedly involved in the incident have been arrested on assault and ragging charges . However, the college played down the incident as ""a minor altercation""","[('college', 6), ('Vijayapura', 5), ('Hamim', 5), ('incident', 5), ('student', 4)]",Education,'Perform Al-Ameen salute': J&K medico alleges ragging in Karnataka college; 5 arrested - Education,"'Perform Al-Ameen salute': J&K medico alleges ragging in Karnataka college; 5 arrested -  22-year-old Kashmiri student from Kashmir studying at Al-Ameen Medical College in Vijayapura, about 500km from Bengaluru, has alleged he was ragged and assaulted by seniors during a cricket match and later in college hostel on Tuesday . Five seniors allegedly involved in the incident have been arrested on assault and ragging charges . However, the college played down the incident as ""a minor altercation"""
Assam tribunal on foreigners can't overturn own finding: SC,https://timesofindia.indiatimes.com/india/assam-tribunal-on-foreigners-cant-overturn-own-finding-sc/articleshow/118397414.cms,Assam,General News,"NEW DELHI: The Supreme Court has ruled that once a designated Foreigners Tribunal rejects Assam govt's claim that a person is an illegal Bangladeshi immigrant who entered the state after March 25, 1971, the tribunal cannot review its own order based on the administration's fresh plea and additional documents.
A tribunal had on Feb 15, 2018, after considering oral and documentary evidence in a case filed in 2016, decided that one Rejia Khatun was not a foreigner from Bangladesh who entered India on or after March 25, 1971.
There was another case registered in 2012 alleging the same person to be a foreigner from Bangladesh. This was taken up for hearing on Dec 24, 2019, and the tribunal ruled that despite its Feb 15 order, it had the power to scrutinise documents and materials and even its findings in earlier proceedings. This was challenged by Khatun before Gauhati HC, which upheld the power of the tribunal to go into the question afresh notwithstanding the earlier decision declaring Khatun as not a foreigner.
Senior advocate Pijush Roy, appearing for Khatun, told a bench of Justices A S Oka and Ujjal Bhuyan that the tribunals had no power to review its own orders. Accepting the argument, the bench said state govt was a party to the 2018 order and neither did it seek recall of the order nor challenge it before the HC.
""The (Dec 2019) order indicates that the tribunal wants to sit in an appeal against its own concluded judgment and order. Such power can never be exercised by the tribunal. The remedy of the state govt or for that matter the central govt was to challenge the order dated Feb 15, 2018,"" it said. 
The bench said the tribunal is powerless to reconsider its own orders and set aside the HC order as well as the Dec 24, 2019, decision of the tribunal. In addition, the bench shut out the Centre or Assam govt from challenging the tribunal's 2018 order.
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," A designated Foreigners Tribunal rejected Assam govt's claim that a person is an illegal Bangladeshi immigrant who entered the state after March 25, 1971 . A tribunal had on Feb 15, 2018, after considering oral and documentary evidence in a case filed in 2016, decided that one Rejia Khatun was not a foreigner from Bangladesh . The tribunal ruled that despite its Feb 15 order, it had the power to scrutinise documents and materials and even its findings in earlier proceedings","[('tribunal', 9), ('order', 9), ('govt', 5), ('Khatun', 4), ('power', 4)]",Miscellaneous,Assam tribunal on foreigners can't overturn own finding: SC - Miscellaneous,"Assam tribunal on foreigners can't overturn own finding: SC -  A designated Foreigners Tribunal rejected Assam govt's claim that a person is an illegal Bangladeshi immigrant who entered the state after March 25, 1971 . A tribunal had on Feb 15, 2018, after considering oral and documentary evidence in a case filed in 2016, decided that one Rejia Khatun was not a foreigner from Bangladesh . The tribunal ruled that despite its Feb 15 order, it had the power to scrutinise documents and materials and even its findings in earlier proceedings"
Tiger cub killed in Uttarakhand hit-&-run,https://timesofindia.indiatimes.com/india/tiger-cub-killed-in-uttarakhand-hit-run/articleshow/118397208.cms,Uttarakhand,General News,"File photo
 
A six-month-old tiger cub was killed after being hit by an unidentified vehicle while crossing the Rampur-Haldwani road in the Tanda range of the 
Terai Central Forest Division
, about 1.5 km from Sanjay Van around 9pm Tuesday, officials said. Tanda range officer Roop Narayan Gautam and his team reached the spot upon receiving the information and took the cub's carcass into custody. 
""The vehicle that struck the cub remains unidentified. An autopsy will be conducted Wednesday and we are initiating legal action against the unknown driver,"" Gautam said. He added that tigers, elephants, and other wildlife frequently cross this stretch of road. 
""A tigress was spotted in the area a few days ago. The deceased cub likely belonged to her,"" he said. This is not the first such incident. On Jan 6 last year, a six-year-old tiger was fatally hit by a car. Several similar accidents have been reported in the past. In 2023, a six-year-old tiger was fatally struck by a speeding car on the Haldwani road near Rudrapur. Uttarakhand recorded 15 tiger deaths in 2024, down from 22 in 2023, with causes including natural factors, territorial fights, and accidents. While poaching cases have significantly declined, authorities remain concerned about the impact of road traffic on wildlife movement.
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," A six-month-old tiger cub was killed after being hit by an unidentified vehicle while crossing the Rampur-Haldwani road in the Tanda range . Uttarakhand recorded 15 tiger deaths in 2024, down from 22 in 2023, with causes including natural factors, territorial fights, and accidents .","[('tiger', 4), ('cub', 4), ('road', 4), ('year', 3), ('vehicle', 2)]",Miscellaneous,Tiger cub killed in Uttarakhand hit-&-run - Miscellaneous,"Tiger cub killed in Uttarakhand hit-&-run -  A six-month-old tiger cub was killed after being hit by an unidentified vehicle while crossing the Rampur-Haldwani road in the Tanda range . Uttarakhand recorded 15 tiger deaths in 2024, down from 22 in 2023, with causes including natural factors, territorial fights, and accidents ."
‘Accidental death’ in Gujarat turns out to be murder by same-sex partner,https://timesofindia.indiatimes.com/india/accidental-death-in-gujarat-turns-out-to-be-murder-by-same-sex-partner/articleshow/118396757.cms,Gujarat,General News,"SURAT: What initially seemed like an accidental death at an embroidery unit in Katargam was uncovered as a premeditated murder by a 19-year-old who allegedly strangled his 24-year-old gay partner on Feb 8.
The investigation and subsequent arrest of the accused revealed that he was upset over the victim's involvement with other men and a video of their sexual act recorded on the victim's phone.
On Feb 8, the accused tried to disguise the 24-year-old partner's killing as a death caused by accidental strangulation in a machine. The accused also wanted the victim to delete a video of their engagement in a sexual act that he recorded on his phone, as revealed by the investigation by the Katargam police.
To avoid suspicion, the accused himself went to the hospital with the victim and also attended his last rites in their native place in Bihar.
Katargam police inspector B K Chaudhary told TOI: ""While investigating at the crime scene, we found a mobile phone dumped under the machine in which the victim got strangled and died. We registered an accidental death case and began an investigation. We handed over the body to the deceased's family, who took him to Bihar. Our probe found many suspicious things which led us to the accused, who murdered the victim and tried to disguise it as an accidental death.""
The duo lived in a room in the Katargam area and were in a same-sex relationship. During one tryst, the accused shot a video, which the teenager did not like. Moreover, the accused also did not like his partner having relationships with other men. He threatened to kill the victim in the past and quarrelled in the presence of their roommates many times.
On Feb 8, when the 24-year-old was on night duty at the embroidery unit, the accused, who worked in a neighbouring factory, went there. Before his partner arrived, the victim switched off his mobile phone and hid it under the machine because he did not want to delete the video. When the accused insisted on handing over the phone to him to delete the video, the victim refused. The accused then allegedly strangled the victim with his gamchha (scarf) and set the body inside the machine in a manner that made it look like an accidental death.
""We found important evidence on the victim's phone. We also found the accused's movements suspicious in CCTV footage. The light on the stairs of the unit would always be on, but that night, someone switched it off. We connected the dots and sent a team to Bihar to nab the assailant, who went to the funeral of the victim as he was a close friend. We apprehended him and brought him to Surat. He confessed to the crime,"" Chaudhary said.
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," A 19-year-old allegedly strangled his gay partner at an embroidery unit in Katargam, Gujarat, on Feb 8 . He was upset over the victim's involvement with other men and a video of their sexual act recorded on his phone . The accused wanted the victim to delete the video, as revealed by the investigation by the police .","[('victim', 12), ('phone', 6), ('death', 5), ('video', 5), ('Katargam', 4)]",Miscellaneous,‘Accidental death’ in Gujarat turns out to be murder by same-sex partner - Miscellaneous,"‘Accidental death’ in Gujarat turns out to be murder by same-sex partner -  A 19-year-old allegedly strangled his gay partner at an embroidery unit in Katargam, Gujarat, on Feb 8 . He was upset over the victim's involvement with other men and a video of their sexual act recorded on his phone . The accused wanted the victim to delete the video, as revealed by the investigation by the police ."
Plan to divert Manikaran ‘holy water’ in Himachal Pradesh stirs row,https://timesofindia.indiatimes.com/india/plan-to-divert-manikaran-holy-water-in-himachal-pradesh-stirs-row/articleshow/118396685.cms,Himachal Pradesh,General News,"KULLU: A proposal to transfer water from the natural hot water springs at Manikaran - a site of pilgrimage for both Hindus and Sikhs - to the nearby popular tourist destination of Kasol, 4km away, in Parvati Valley of Kullu district has upset the locals. Residents have threatened mass agitation if the plan to ""use the holy water for commercial purposes"" is not withdrawn.
It was proposed at the recent meeting of the Special Area Development Authority that a new nature park would be built in Kasol, having 'jacuzzi hot baths', water for which would be brought from Manikaran through a network of pipes.
Enraged by the proposal, Manikaran residents met Kullu deputy commissioner Torul S Ravish and sent a memorandum to the CM, demanding scrapping of the plan. ""Manikaran is a site of pilgrimage, and no one should be allowed to misuse the water. If govt wants to build hot baths, then they should do it in Manikaran itself,"" said Narender Kumar, a local. He added that even the deities were against transferring water from Manikaran to Kasol.
Opposing the project, local resident Shailender Sharma said, ""Imposition of 
SADA in Manikaran
 has led to zero development, and now they want to take away our water... we would not let them do so."" The proposal has also sparked a war of words among local politicians. BJP's Narotam Thakur accused Kullu's Cong MLA Sundar Singh Thakur of having ""vested interest"" in the project. ""It's a bad idea to transfer the holy water of Manikaran, which is a globally famous religious site. Neither the people of Manikaran want the water to be diverted nor the people of Kasol. It's just the local MLA...,"" he added.
Last week, former MP Maheshwar Singh had publicly voiced opposition to the proposal, saying that the water from a sacred site like Manikaran should not be used for commercial purposes as ""the holy water of Manikaran is used even by the local deities"". Responding to the allegations, Kullu MLA Sunder Singh Thakur had last week said, ""Whenever we have talked about development, some people in Kullu have opposed it, making religion an excuse. They opposed projects from the ski village to even paragliding in Dhalpur, Kullu. But no one will be allowed to thwart the development process on the pretext of religion.""
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," A proposal to transfer water from Manikaran hot water springs to Kasol in Kullu district has upset locals . Residents have threatened mass agitation if the plan to ""use the holy water for commercial purposes"" is not withdrawn .","[('water', 11), ('Manikaran', 11), ('Kullu', 6), ('proposal', 4), ('site', 4)]",Miscellaneous,Plan to divert Manikaran ‘holy water’ in Himachal Pradesh stirs row - Miscellaneous,"Plan to divert Manikaran ‘holy water’ in Himachal Pradesh stirs row -  A proposal to transfer water from Manikaran hot water springs to Kasol in Kullu district has upset locals . Residents have threatened mass agitation if the plan to ""use the holy water for commercial purposes"" is not withdrawn ."
"Car crash in Kolkata leads to 3 bodies at home, cops suspect suicide pact",https://timesofindia.indiatimes.com/india/car-crash-in-kolkata-leads-to-3-bodies-at-home-cops-suspect-suicide-pact/articleshow/118396594.cms,West Bengal,Kolkata,"KOLKATA: A car crash on EM Bypass early Wednesday that left three members of a family gravely injured, followed by the discovery of three lifeless bodies of family members of the crash survivors at their home in Kolkata's Tangra has left police sniffing a suicide pact, even though they have also lodged a murder complaint.
Police suspect the family members were driven to take the extreme step after failing to recover from Covid-time losses in their leather goods manufacturing trade. The family lived jointly in a four-storey house. The chain of events, at least the public part of it, began at 3.35am near Avishikta crossing, when a sedan - occupied by Prasun Dey, 45, Pranay Dey,44, and Pratip Dey,14, Pranay's son - dashed into a pillar at 100kmph, smashing the vehicle beyond recognition. Miraculously, all the three occupants were alive, and taken to hospital.
The next link of the macabre chain fell into place six hours later, when Pranay told cops from his hospital bed that there were three women lying dead at his house - his wife Sudeshna, sister-in-law Romi and niece Priyamvada, joint CP Rupesh Kumar told TOI. Pranay said the family had consumed payesh (a traditional dessert) laced with sedatives in order to die, and some of them also inflicted injuries on themselves. He said the three of them then set out in the car to die by suicide. Pratip was sitting in rear seat with his father, while his brother was driving.
Cops rushed to the Deys's house and broke open the main door lock to gain entry. On the first floor, they found the three bodies in different rooms. Police surmise that the car crash was deliberate, part of a suicide pact between the six members of the family.
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," A car crash on EM Bypass early Wednesday left three members of a family gravely injured, followed by the discovery of three lifeless bodies of family members of the crash survivors at their home in Kolkata's Tangra . Police suspect the family members were driven to take the extreme step after failing to recover from Covid-time losses in their leather goods manufacturing trade .","[('family', 6), ('members', 4), ('Pranay', 4), ('car', 3), ('crash', 3)]",Disasters,"Car crash in Kolkata leads to 3 bodies at home, cops suspect suicide pact - Disasters","Car crash in Kolkata leads to 3 bodies at home, cops suspect suicide pact -  A car crash on EM Bypass early Wednesday left three members of a family gravely injured, followed by the discovery of three lifeless bodies of family members of the crash survivors at their home in Kolkata's Tangra . Police suspect the family members were driven to take the extreme step after failing to recover from Covid-time losses in their leather goods manufacturing trade ."
Army foils infiltration bid along LoC in J&K’s Rajouri,https://timesofindia.indiatimes.com/india/army-foils-infiltration-bid-along-loc-in-jks-rajouri/articleshow/118396137.cms,Jammu and Kashmir,Rajouri,"JAMMU: Thwarting a potential 
infiltration bid
 by terrorists trying to breach the border, alert 
Army personnel
 stationed along the 
Line of Control
 (LoC) in Sunderbani sector of J&K’s Rajouri district opened fire early Wednesday on observing unusual movement in the forward area.
“Following the firing, the area was placed under heightened surveillance with additional troops and high-tech monitoring equipment deployed to track any further developments,” an official said.
On Feb 16, Army personnel effectively retaliated to an unprovoked ceasefire violation by Pakistan army along the LoC in Poonch’s Gulpur sector. Earlier on Feb 8, 
Indian troops
 similarly shot back at suspected terrorists who had opened fire along the LoC in Rajouri district.
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
.", Army personnel stationed along the Line of Control (LoC) in Sunderbani sector of J&K’s Rajouri district opened fire early Wednesday on observing unusual movement in the forward area .,"[('LoC', 3), ('terrorists', 2), ('Army', 2), ('personnel', 2), ('sector', 2)]",Miscellaneous,Army foils infiltration bid along LoC in J&K’s Rajouri - Miscellaneous,Army foils infiltration bid along LoC in J&K’s Rajouri -  Army personnel stationed along the Line of Control (LoC) in Sunderbani sector of J&K’s Rajouri district opened fire early Wednesday on observing unusual movement in the forward area .
From RSS to Delhi CM: Journey of Rekha Gupta,https://timesofindia.indiatimes.com/india/from-rss-to-delhi-cm-journey-of-rekha-gupta/articleshow/118395100.cms,Delhi,Delhi,"NEW DELHI: 
Rekha Gupta
, a first-time MLA and long-time RSS associate, is set to become the fourth woman chief minister of Delhi, marking the BJP’s return to power in the capital after 27 years. Gupta, 50, was chosen as the Leader of the House in the Delhi Assembly at the 
BJP
 legislature party meeting on Wednesday, ending the decade-long rule of the 
Aam Aadmi Party
 under Arvind Kejriwal.
Born in Haryana's Julana, Gupta pursued a BCom from Delhi University's Daulat Ram College before earning a law degree from Chaudhary Charan Singh University, Meerut. She has been actively involved in politics since her college days, starting her journey with the Akhil Bharatiya Vidyarthi Parishad (ABVP) in 1992. She went on to serve as the secretary of the Delhi University Students' Union in 1995-96 and became its president in 1996-97.
Gupta’s association with the RSS spans over three decades, and she joined the BJP in 2002. She has since held key positions, including national secretary of the party’s youth wing and in-charge of the BJP women’s wing in Madhya Pradesh and Uttar Pradesh. Currently, she serves as the national vice-president of the BJP Mahila Morcha and is a member of the party’s national executive.
Her political career includes three terms as a councillor, representing North Pitampura from 2007 to 2017 and Shalimar Bagh from 2022 onwards. She has been at the forefront of women’s welfare initiatives, launching the Sumedha Yojana to support economically weaker female students in pursuing higher education. As the head of the Women Welfare and Child Development Committee in the civic body, she led multiple campaigns for women's empowerment.
Gupta’s appointment makes her the fourth woman chief minister of Delhi, following in the footsteps of Sushma Swaraj, Sheila Dikshit, and Atishi. She is also the fourth BJP leader to hold the position after Madan Lal Khurana, Sahib Singh Verma, and Sushma Swaraj. Upon taking the oath, she will become the only woman chief minister in any BJP-ruled state.
The swearing-in ceremony is set to take place at Ramlila Maidan on Thursday, and will be attended by Prime Minister Narendra Modi and other dignitaries. Gupta expressed her gratitude towards the party leadership in a post on X, vowing to work for the welfare, empowerment, and development of Delhi’s residents.
In the recent Delhi Assembly elections, Gupta won the Shalimar Bagh seat by over 29,000 votes, defeating AAP’s Bandana Kumari. The BJP secured a historic victory, winning 48 out of 70 seats, while AAP was reduced to 22 seats, and Congress failed to secure any.
The announcement of her appointment was met with celebrations by BJP workers and supporters, including her husband, Manish Gupta. Party leaders hailed her selection, with BJP MP Manoj Tiwari congratulating her on social media. Security arrangements have been ramped up for the oath-taking ceremony, with over 25,000 personnel deployed across key areas in Delhi.
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," Reekha Gupta, 50, chosen as the Leader of the House in the Delhi Assembly on Wednesday . She is a first-time MLA and a long-time RSS associate . She has been actively involved in politics since her college days . Swearing-in ceremony is set to take place at Ramlila Maidan on Thursday .","[('BJP', 10), ('Gupta', 8), ('Delhi', 8), ('party', 4), ('woman', 3)]",Miscellaneous,From RSS to Delhi CM: Journey of Rekha Gupta - Miscellaneous,"From RSS to Delhi CM: Journey of Rekha Gupta -  Reekha Gupta, 50, chosen as the Leader of the House in the Delhi Assembly on Wednesday . She is a first-time MLA and a long-time RSS associate . She has been actively involved in politics since her college days . Swearing-in ceremony is set to take place at Ramlila Maidan on Thursday ."
'Our work must uphold grandeur of the building': Mohan Bhagwat as RSS inaugurates new office in Delhi,https://timesofindia.indiatimes.com/india/our-work-must-uphold-grandeur-of-the-building-mohan-bhagwat-as-rss-inaugurates-new-rss-office-in-delhi/articleshow/118394522.cms,Delhi,Delhi,"RSS chief Mohan Bhagwat 
 
NEW DELHI: The Rashtriya Swayamsewak Sangh (RSS) marked a significant milestone with the inauguration of its newly-reconstructed 
Keshav Kunj building
 in New Delhi. 
At the 'Praveshotsav' event RSS chief Mohan Bhagwat emphasised that the grandeur of the building must reflect in the organisation’s work and commitment to the nation. ""Our work must uphold the grandeur of this new building,"" Bhagwat said.
Addressing the gathering, Bhagwat highlighted the continuous expansion of the Sangh’s activities across the country, stressing the need for every Swayamsevak to remain dedicated and disciplined. He underscored that while the organisation has witnessed changes in circumstances, its core direction must remain unwavering. “Prosperity is necessary, but it must come with discipline and limits,” he stated, urging members to uphold their responsibilities diligently.
“The newly constructed building by Keshav Smarak Samiti is undoubtedly grand. However, with this grandeur comes responsibility, and we must work accordingly to uphold its stature,” Bhagwat added.
The event was also attended by Shri Ram Janmabhoomi Nyas treasurer, Govinddev Giri Maharaj, drew parallels between the Sangh’s mission and the legacy of Chhatrapati Shivaji Maharaj. While mentioning the film ""Chhaava"", based on the life of Chhatrapati Sambhaji Maharaj, he reminded attendees of Shivaji's fearless warriors and emphasised that Sangh Swayamsevaks should embody similar unwavering dedication.
Raghavanand Maharaj of Udaseen Ashram, Delhi, also addressed the gathering, recognising RSS’s near-century-long journey and its unwavering service to society. President of Keshav Smarak Samiti, Alok Kumar Ji detailed the historical journey of Keshav Kunj, tracing its origins back to 1939. He elaborated on the multiple phases of its expansion, culminating in the latest reconstruction efforts that began in 2016. 
The newly built facility consists of three towers — Sadhana, Prerana, and Archana — and includes modern amenities such as the Ashok Singhal Auditorium, Keshav Library, an OPD clinic, Suruchi Prakashan, and a Hanuman temple. The building is also equipped with a 150-kilowatt solar plant and a 140 KLD capacity sewage treatment plant for sustainability.
The event was also attended by Union home minister Amit Shah, defense minister Rajnath Singh, health minister JP Nadda, RSS sah-sarkaryavah Krishna Gopal, and other senior functionaries and swayamsevaks.
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
.", The Rashtriya Swayamsewak Sangh (RSS) marked a significant milestone with the inauguration of its newly-reconstructed Keshav Kunj building in New Delhi . RSS chief Mohan Bhagwat emphasised that the grandeur of the building must reflect in the organisation’s work and commitment to the nation .,"[('RSS', 5), ('Bhagwat', 5), ('Keshav', 5), ('building', 5), ('Sangh', 4)]",Miscellaneous,'Our work must uphold grandeur of the building': Mohan Bhagwat as RSS inaugurates new office in Delhi - Miscellaneous,'Our work must uphold grandeur of the building': Mohan Bhagwat as RSS inaugurates new office in Delhi -  The Rashtriya Swayamsewak Sangh (RSS) marked a significant milestone with the inauguration of its newly-reconstructed Keshav Kunj building in New Delhi . RSS chief Mohan Bhagwat emphasised that the grandeur of the building must reflect in the organisation’s work and commitment to the nation .
